OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
30899018,360019,36,CLINTON ST W,CAYUGA ST,RTS 13/34/96 END RT 96B,16,30,21 yds E of S Plain St.     ,EB travel lane                                    ,1,2017,10,30,Eastbound,,20,10,12,7,16,29,90,200,291,232,195,191,234,248,262,256,275,301,236,188,140,104,52,32,3621,1.078,1,3359,301,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43678,-76.50347,376340.0190000003,4699368.1832
30899019,360019,36,CLINTON ST W,CAYUGA ST,RTS 13/34/96 END RT 96B,16,30,21 yds E of S Plain St.     ,WB travel lane                                    ,1,2017,10,30,Westbound,,21,14,10,7,8,34,66,158,241,216,233,244,265,250,305,313,384,382,249,179,145,88,49,33,3894,1.078,1,3612,384,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43678,-76.50347,376340.0190000003,4699368.1832
30899020,360019,36,CLINTON ST W,CAYUGA ST,RTS 13/34/96 END RT 96B,16,30,21 yds E of S Plain St.     ,,1,2017,10,30,Combined Total,Y,41,24,22,14,24,63,156,358,532,448,428,435,499,498,567,569,659,683,485,367,285,192,101,65,7515,1.078,1,6971,683,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43678,-76.50347,376340.0190000003,4699368.1832
30900168,360900,36,East Shore Dr,ITHACA CL,N CAYUGA ST,16,30,98 yds S of Renwick Dr.     ,NB travel lane                                    ,1,2017,10,23,Northbound,,16,10,6,4,11,27,51,129,275,132,118,148,163,146,190,299,381,391,221,126,100,106,44,21,3115,1.078,1,2890,391,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4582,-76.49658,376948.6712999996,4701736.667400001
30900169,360900,36,East Shore Dr,ITHACA CL,N CAYUGA ST,16,30,98 yds S of Renwick Dr.     ,SB travel lane                                    ,1,2017,10,23,Southbound,,5,3,4,2,4,13,36,165,360,118,92,106,91,92,92,208,148,153,114,72,41,38,21,8,1986,1.078,1,1842,391,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4582,-76.49658,376948.6712999996,4701736.667400001
30900222,360900,36,East Shore Dr,ITHACA CL,N CAYUGA ST,16,30,98 yds S of Renwick Dr.     ,,1,2017,10,23,Combined Total,Y,21,13,10,6,15,40,87,294,635,250,210,254,254,238,282,507,529,544,335,198,141,144,65,29,5101,1.078,1,4732,635,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4582,-76.49658,376948.6712999996,4701736.667400001
30900223,361001,36,TOMPKINS ST,AUBURN ST,LINN ST,17,30,18 yds E of Utica St.       ,EB travel lane                                    ,1,2017,10,23,Eastbound,,3,2,0,0,0,1,6,42,44,40,27,28,42,48,43,45,51,50,34,29,18,13,11,4,581,1.078,1,539,51,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44847,-76.49811,376803.79669999983,4700658.4574
30900224,361001,36,TOMPKINS ST,AUBURN ST,LINN ST,17,30,18 yds E of Utica St.       ,WB travel lane                                    ,1,2017,10,23,Westbound,,3,2,2,1,2,7,26,66,120,55,53,50,57,48,68,76,93,82,46,32,17,17,10,4,937,1.078,1,869,120,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44847,-76.49811,376803.79669999983,4700658.4574
30900225,361001,36,TOMPKINS ST,AUBURN ST,LINN ST,17,30,18 yds E of Utica St.       ,,1,2017,10,23,Combined Total,Y,6,4,2,1,2,8,32,108,164,95,80,78,99,96,111,121,144,132,80,61,35,30,21,8,1518,1.078,1,1408,164,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44847,-76.49811,376803.79669999983,4700658.4574
30900226,361202,36,FOREST HOME DR,CALDWELL RD,DRYDEN LINE,17,30,312 yds E of Caldwell Rd.   ,EB travel lane                                    ,1,2017,10,23,Eastbound,,1,1,1,2,0,1,3,7,16,12,10,18,25,21,27,33,34,35,20,13,6,10,6,3,305,1.078,1,283,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45269,-76.46333,379672.04640000034,4701077.1504
30900227,361202,36,FOREST HOME DR,CALDWELL RD,DRYDEN LINE,17,30,312 yds E of Caldwell Rd.   ,WB travel lane                                    ,1,2017,10,23,Westbound,,1,1,1,1,5,9,21,29,38,32,16,19,25,20,21,19,20,24,12,6,6,4,2,1,333,1.078,1,309,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45269,-76.46333,379672.04640000034,4701077.1504
30900228,361202,36,FOREST HOME DR,CALDWELL RD,DRYDEN LINE,17,30,312 yds E of Caldwell Rd.   ,,1,2017,10,23,Combined Total,Y,2,2,2,3,5,10,24,36,54,44,26,37,50,41,48,52,54,59,32,19,12,14,8,4,638,1.078,1,592,59,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45269,-76.46333,379672.04640000034,4701077.1504
30900229,364001,36,N AURORA ST,E SENECA ST,E COURT ST,16,30,20 yds N of E Buffalo St.   ,NB travel lane                                    ,2,2017,10,23,Northbound,,19,16,6,8,14,29,111,359,564,356,316,311,356,384,397,377,522,567,238,189,169,140,81,38,5567,1.078,0.987,5164,567,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44158,-76.49565,376992.6161000002,4699889.817299999
30900230,364001,36,N AURORA ST,E SENECA ST,E COURT ST,16,30,20 yds N of E Buffalo St.   ,,2,2017,10,23,Combined Total,Y,19,16,6,8,14,29,111,359,564,356,316,311,356,384,397,377,522,567,238,189,169,140,81,38,5567,1.078,0.987,5164,567,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44158,-76.49565,376992.6161000002,4699889.817299999
30900231,364003,36,BUFFALO ST,N PLAIN ST,N ALBANY ST,16,30,89 yds E of N Plain St.     ,EB travel lane                                    ,1,2017,10,23,Eastbound,,15,13,2,8,14,14,53,130,135,123,107,115,176,158,150,175,168,175,150,118,92,64,41,25,2221,1.078,1,2060,176,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44125,-76.503,376387.46549999993,4699863.851399999
30900232,364003,36,BUFFALO ST,N PLAIN ST,N ALBANY ST,16,30,89 yds E of N Plain St.     ,WB travel lane                                    ,1,2017,10,23,Westbound,,12,8,5,2,4,5,17,92,114,85,97,100,146,127,140,176,242,256,116,93,68,61,36,22,2024,1.078,1,1878,256,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44125,-76.503,376387.46549999993,4699863.851399999
30900233,364003,36,BUFFALO ST,N PLAIN ST,N ALBANY ST,16,30,89 yds E of N Plain St.     ,,1,2017,10,23,Combined Total,Y,27,21,7,10,18,19,70,222,249,208,204,215,322,285,290,351,410,431,266,211,160,125,77,47,4245,1.078,1,3938,431,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44125,-76.503,376387.46549999993,4699863.851399999
30900234,364004,36,BUFFALO ST,N CAYUGA ST,AURORA ST,16,30,29 yds W of N Tioga St.     ,EB travel lane                                    ,1,2017,10,23,Eastbound,,15,8,2,7,13,14,53,123,170,135,127,144,132,141,155,160,152,167,148,128,87,58,41,24,2204,1.078,1,2045,170,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44134,-76.49726,376859.73139999993,4699865.5019000005
30900235,364004,36,BUFFALO ST,N CAYUGA ST,AURORA ST,16,30,29 yds W of N Tioga St.     ,WB travel lane                                    ,1,2017,10,23,Westbound,,15,10,7,3,6,4,27,53,116,108,90,112,120,114,108,132,184,198,101,97,78,65,48,28,1824,1.078,1,1692,198,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44134,-76.49726,376859.73139999993,4699865.5019000005
30900236,364004,36,BUFFALO ST,N CAYUGA ST,AURORA ST,16,30,29 yds W of N Tioga St.     ,,1,2017,10,23,Combined Total,Y,30,18,9,10,19,18,80,176,286,243,217,256,252,255,263,292,336,365,249,225,165,123,89,52,4028,1.078,1,3737,365,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44134,-76.49726,376859.73139999993,4699865.5019000005
30900237,364007,36,N CAYUGA ST,W STATE ST,CASCADILLA ST S,16,30,59 yds S of Cascadilla St.  ,NB travel lane                                    ,1,2017,10,23,Northbound,,8,9,6,2,2,8,42,89,166,128,103,120,118,122,138,164,177,184,133,110,68,75,35,23,2030,1.078,1,1883,184,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44406,-76.49927,376699.7527999999,4700170.451099999
30900238,364007,36,N CAYUGA ST,W STATE ST,CASCADILLA ST S,16,30,59 yds S of Cascadilla St.  ,SB travel lane                                    ,1,2017,10,23,Southbound,,20,12,6,6,20,40,108,285,458,314,275,290,326,270,332,394,405,369,319,180,118,118,59,31,4755,1.078,1,4411,458,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44406,-76.49927,376699.7527999999,4700170.451099999
30900239,364007,36,N CAYUGA ST,W STATE ST,CASCADILLA ST S,16,30,59 yds S of Cascadilla St.  ,,1,2017,10,23,Combined Total,Y,28,21,12,8,22,48,150,374,624,442,378,410,444,392,470,558,582,553,452,290,186,193,94,54,6785,1.078,1,6294,624,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44406,-76.49927,376699.7527999999,4700170.451099999
30900240,364012,36,W COURT ST,N PLAIN ST,N ALBANY ST,16,30,69 yds W of N Albany St.    ,EB travel lane                                    ,1,2017,10,23,Eastbound,,4,2,1,2,8,13,34,154,222,157,127,120,100,108,84,100,110,122,93,53,41,26,18,10,1709,1.078,1,1585,222,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44243,-76.50269,376415.2812000001,4699994.428200001
30900241,364012,36,W COURT ST,N PLAIN ST,N ALBANY ST,16,30,69 yds W of N Albany St.    ,WB travel lane                                    ,1,2017,10,23,Westbound,,2,2,3,1,1,5,12,38,70,80,79,89,109,99,105,124,202,187,96,65,49,44,23,9,1494,1.078,1,1386,222,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44243,-76.50269,376415.2812000001,4699994.428200001
30900242,364012,36,W COURT ST,N PLAIN ST,N ALBANY ST,16,30,69 yds W of N Albany St.    ,,1,2017,10,23,Combined Total,Y,6,4,4,3,9,18,46,192,292,237,206,209,209,207,189,224,312,309,189,118,90,70,41,19,3203,1.078,1,2971,312,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44243,-76.50269,376415.2812000001,4699994.428200001
30900243,364025,36,W LINCOLN ST,WILLOW AVE,N CAYUGA ST,17,30,36 yds E of Short St.       ,EB travel lane                                    ,1,2017,10,23,Eastbound,,4,2,3,1,7,15,42,118,182,70,69,63,76,93,80,108,90,91,116,88,45,35,22,11,1431,1.078,1,1327,182,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45173,-76.50149,376532.24289999995,4701025.3631
30900244,364025,36,W LINCOLN ST,WILLOW AVE,N CAYUGA ST,17,30,36 yds E of Short St.       ,WB travel lane                                    ,1,2017,10,23,Westbound,,2,3,3,1,3,11,25,35,113,68,57,58,84,78,94,107,114,107,102,53,34,53,16,13,1234,1.078,1,1145,182,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45173,-76.50149,376532.24289999995,4701025.3631
30900245,364025,36,W LINCOLN ST,WILLOW AVE,N CAYUGA ST,17,30,36 yds E of Short St.       ,,1,2017,10,23,Combined Total,Y,6,5,6,2,10,26,67,153,295,138,126,121,160,171,174,215,204,198,218,141,79,88,38,24,2665,1.078,1,2472,295,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45173,-76.50149,376532.24289999995,4701025.3631
30900246,364030,36,N PLAIN ST,COURT ST,CASCADILLA ST,17,30,32 yds N of W Court St.     ,NB travel lane                                    ,1,2017,10,23,Northbound,,3,1,1,2,1,1,3,36,52,39,41,40,59,62,63,62,74,80,34,23,13,12,7,6,715,1.078,1,663,80,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44271,-76.50416,376294.93340000045,4700027.661
30900247,364030,36,N PLAIN ST,COURT ST,CASCADILLA ST,17,30,32 yds N of W Court St.     ,SB travel lane                                    ,1,2017,10,23,Southbound,,3,1,2,1,1,3,2,29,41,49,41,46,56,65,68,98,104,111,41,23,19,11,8,4,827,1.078,1,767,111,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44271,-76.50416,376294.93340000045,4700027.661
30900248,364030,36,N PLAIN ST,COURT ST,CASCADILLA ST,17,30,32 yds N of W Court St.     ,,1,2017,10,23,Combined Total,Y,6,2,3,3,2,4,5,65,93,88,82,86,115,127,131,160,178,191,75,46,32,23,15,10,1542,1.078,1,1430,191,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44271,-76.50416,376294.93340000045,4700027.661
30900255,364037,36,STEWART AVE,SOUTH AVE,UNIVERSITY AVE,17,30,31 yds S of Cornell Ave.    ,NB travel lane                                    ,1,2017,10,23,Northbound,,42,25,12,7,6,14,20,66,140,89,76,90,112,99,97,122,179,223,155,121,92,99,82,51,2019,1.078,1,1873,223,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44593,-76.49014,377454.26659999974,4700364.8751
30900256,364037,36,STEWART AVE,SOUTH AVE,UNIVERSITY AVE,17,30,31 yds S of Cornell Ave.    ,SB travel lane                                    ,1,2017,10,23,Southbound,,40,27,12,10,7,13,29,160,290,173,136,164,184,167,162,200,237,284,232,164,124,124,87,54,3080,1.078,1,2857,290,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44593,-76.49014,377454.26659999974,4700364.8751
30900257,364037,36,STEWART AVE,SOUTH AVE,UNIVERSITY AVE,17,30,31 yds S of Cornell Ave.    ,,1,2017,10,23,Combined Total,Y,82,52,24,17,13,27,49,226,430,262,212,254,296,266,259,322,416,507,387,285,216,223,169,105,5099,1.078,1,4730,507,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44593,-76.49014,377454.26659999974,4700364.8751
30900258,367015,36,WILLOW AVE,NY 13,PIER RD,19,30,50 yds W of Rt. 13          ,EB travel lane                                    ,1,2017,10,23,Eastbound,,4,4,4,4,6,10,37,49,48,58,65,78,81,78,66,100,92,62,40,20,11,22,12,5,956,1.078,1,887,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45167,-76.50392,376332.30140000023,4701022.2388
30900259,367015,36,WILLOW AVE,NY 13,PIER RD,19,30,50 yds W of Rt. 13          ,WB travel lane                                    ,1,2017,10,23,Westbound,,3,1,5,5,9,30,89,55,94,79,76,96,75,83,92,70,53,39,34,23,13,11,9,6,1050,1.078,1,974,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45167,-76.50392,376332.30140000023,4701022.2388
30900260,367015,36,WILLOW AVE,NY 13,PIER RD,19,30,50 yds W of Rt. 13          ,,1,2017,10,23,Combined Total,Y,7,5,9,9,15,40,126,104,142,137,141,174,156,161,158,170,145,101,74,43,24,33,21,11,2006,1.078,1,1861,174,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45167,-76.50392,376332.30140000023,4701022.2388
30901790,360044,36,,RTS 13/34 START 89/96 OLAP,RTS 13 34 N FULTON ST,16,40,85 yds W of Rt. 13 NB       ,NB travel lane                                    ,1,2017,11,7,Northbound,,38,21,18,14,18,55,166,252,294,263,302,342,360,373,427,456,529,533,378,292,185,153,122,78,5669,0.942,1,6018,533,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44105,-76.50948,375854.1190999998,4699851.100199999
30901791,360044,36,,RTS 13/34 START 89/96 OLAP,RTS 13 34 N FULTON ST,16,40,85 yds W of Rt. 13 NB       ,SB travel lane                                    ,1,2017,11,7,Southbound,,32,24,15,18,46,76,239,456,513,406,388,378,383,360,386,455,490,419,311,224,174,161,98,93,6145,0.942,1,6523,533,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44105,-76.50948,375854.1190999998,4699851.100199999
30901792,360044,36,,RTS 13/34 START 89/96 OLAP,RTS 13 34 N FULTON ST,16,40,85 yds W of Rt. 13 NB       ,,1,2017,11,7,Combined Total,Y,70,45,33,32,64,131,405,708,807,669,690,720,743,733,813,911,1019,952,689,516,359,314,220,171,11814,0.942,1,12541,1019,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44105,-76.50948,375854.1190999998,4699851.100199999
30901793,361004,36,ELLIS HOLLOW RD,CR 120/PINE TREE RD,ITHACA TL,17,40,138 yds W of Hungerford Hill,EB travel lane                                    ,1,2017,11,6,Eastbound,,8,8,5,3,3,7,21,65,94,100,95,116,154,140,148,186,275,240,148,105,72,51,30,28,2102,0.942,1,2231,275,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43455,-76.45555,380277.2583999997,4699051.8697999995
30901794,361004,36,ELLIS HOLLOW RD,CR 120/PINE TREE RD,ITHACA TL,17,40,138 yds W of Hungerford Hill,WB travel lane                                    ,1,2017,11,6,Westbound,,4,2,2,4,8,28,66,170,240,162,107,121,140,114,102,121,118,124,74,56,34,24,15,5,1841,0.942,1,1954,275,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43455,-76.45555,380277.2583999997,4699051.8697999995
30901795,361004,36,ELLIS HOLLOW RD,CR 120/PINE TREE RD,ITHACA TL,17,40,138 yds W of Hungerford Hill,,1,2017,11,6,Combined Total,Y,12,10,7,7,11,35,87,235,334,262,202,237,294,254,250,307,393,364,222,161,106,75,45,33,3943,0.942,1,4185,393,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43455,-76.45555,380277.2583999997,4699051.8697999995
30901796,362039,36,SPENCER RD,STONE QUARRY RD,TRAFFIC CIR/W SPENCER ST,17,30,24 yds N of Morris Heights R,NB travel lane                                    ,1,2017,11,6,Northbound,,2,1,1,0,2,9,35,100,131,80,63,61,64,66,70,78,80,99,45,30,17,11,11,6,1062,1.018,1,1043,131,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42909,-76.50395,376285.4115000004,4698514.9792
30901797,362039,36,SPENCER RD,STONE QUARRY RD,TRAFFIC CIR/W SPENCER ST,17,30,24 yds N of Morris Heights R,SB travel lane                                    ,1,2017,11,6,Southbound,,7,4,2,1,2,2,9,22,51,50,61,67,83,94,108,124,170,190,98,64,52,31,26,20,1338,1.018,1,1314,190,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42909,-76.50395,376285.4115000004,4698514.9792
30901798,362039,36,SPENCER RD,STONE QUARRY RD,TRAFFIC CIR/W SPENCER ST,17,30,24 yds N of Morris Heights R,,1,2017,11,6,Combined Total,Y,9,5,3,1,4,11,44,122,182,130,124,128,147,160,178,202,250,289,143,94,69,42,37,26,2400,1.018,1,2357,289,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42909,-76.50395,376285.4115000004,4698514.9792
30901799,364008,36,N CAYUGA ST,E JAY ST,WOODLAND PL,16,30,12 yds S of York St.        ,NB travel lane                                    ,1,2017,10,31,Northbound,,6,1,3,1,3,17,17,95,307,157,88,94,91,94,104,186,190,187,130,89,70,52,17,15,2014,1.078,1,1868,307,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45327,-76.49973,376679.99289999995,4701193.8072999995
30901800,364008,36,N CAYUGA ST,E JAY ST,WOODLAND PL,16,30,12 yds S of York St.        ,SB travel lane                                    ,1,2017,10,31,Southbound,,5,2,2,3,13,22,47,136,278,172,107,104,99,101,115,209,212,180,126,78,50,45,25,9,2140,1.078,1,1985,307,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45327,-76.49973,376679.99289999995,4701193.8072999995
30901801,364008,36,N CAYUGA ST,E JAY ST,WOODLAND PL,16,30,12 yds S of York St.        ,,1,2017,10,31,Combined Total,Y,11,3,5,4,16,39,64,231,585,329,195,198,190,195,219,395,402,367,256,167,120,97,42,24,4154,1.078,1,3853,585,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45327,-76.49973,376679.99289999995,4701193.8072999995
30901802,364010,36,W COURT ST,N FULTON ST,N MEADOW ST,16,30,72 yds E of Rt. 13/34 SB    ,EB travel lane                                    ,1,2017,10,30,Eastbound,,1,0,1,1,2,2,13,27,36,29,33,38,28,30,26,28,31,31,20,8,6,7,3,4,405,1.078,1,376,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44233,-76.50989,375822.92650000006,4699993.8324
30901803,364010,36,W COURT ST,N FULTON ST,N MEADOW ST,16,30,72 yds E of Rt. 13/34 SB    ,WB travel lane                                    ,1,2017,10,30,Westbound,,3,2,1,2,2,6,21,45,62,64,70,77,96,82,86,103,142,130,74,49,34,25,12,7,1195,1.078,1,1109,142,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44233,-76.50989,375822.92650000006,4699993.8324
30901804,364010,36,W COURT ST,N FULTON ST,N MEADOW ST,16,30,72 yds E of Rt. 13/34 SB    ,,1,2017,10,30,Combined Total,Y,4,2,2,3,4,8,34,72,98,93,103,115,124,112,112,131,173,161,94,57,40,32,15,11,1600,1.078,1,1485,173,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44233,-76.50989,375822.92650000006,4699993.8324
30901811,368614,36,S PLAIN ST,N TITUS AVE,GREEN ST,16,30,18 yds S of Center St;.     ,NB travel lane                                    ,1,2017,10,30,Northbound,,2,1,2,0,1,2,6,22,39,37,44,34,52,57,54,51,56,53,37,26,20,10,9,2,617,1.078,1,572,57,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43535,-76.5038,376310.06319999974,4699209.875700001
30901812,368614,36,S PLAIN ST,N TITUS AVE,GREEN ST,16,30,18 yds S of Center St;.     ,SB travel lane                                    ,1,2017,10,30,Southbound,,6,2,1,1,1,2,4,24,34,50,45,60,80,62,70,77,104,99,46,37,24,14,13,6,862,1.078,1,800,104,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43535,-76.5038,376310.06319999974,4699209.875700001
30901813,368614,36,S PLAIN ST,N TITUS AVE,GREEN ST,16,30,18 yds S of Center St;.     ,,1,2017,10,30,Combined Total,Y,8,3,3,1,2,4,10,46,73,87,89,94,132,119,124,128,160,152,83,63,44,24,22,8,1479,1.078,1,1372,160,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43535,-76.5038,376310.06319999974,4699209.875700001
30901814,368619,36,DRYDEN RD,EDDY ST,COLLEGE AVE,16,30,31 yds W of College Ave.    ,EB travel lane                                    ,1,2017,10,31,Eastbound,,56,38,24,10,16,9,19,45,95,86,86,89,94,83,95,90,139,142,143,147,124,108,90,64,1892,1.078,1,1755,147,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44165,-76.4857,377811.091,4699883.2190000005
30901815,368619,36,DRYDEN RD,EDDY ST,COLLEGE AVE,16,30,31 yds W of College Ave.    ,WB travel lane                                    ,1,2017,10,31,Westbound,,56,36,16,7,8,10,24,48,79,81,83,83,103,77,86,95,143,139,125,115,98,120,95,70,1797,1.078,1,1667,147,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44165,-76.4857,377811.091,4699883.2190000005
30901816,368619,36,DRYDEN RD,EDDY ST,COLLEGE AVE,16,30,31 yds W of College Ave.    ,,1,2017,10,31,Combined Total,Y,112,74,40,17,24,19,43,93,174,167,169,172,197,160,181,185,282,281,268,262,222,228,185,134,3689,1.078,1,3422,282,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44165,-76.4857,377811.091,4699883.2190000005
30903219,360021,36,E STATE ST,AFTER MITCHELL ST,SENECA ST/GREEN ST SPLIT,14,30,21 yds W of N Quarry St.    ,EB travel lane                                    ,1,2017,11,7,Eastbound,,79,58,39,35,55,134,295,580,624,538,528,535,568,600,581,618,707,727,619,517,411,338,233,151,9570,1.018,1,9401,727,18,35,8051,1040,125,180,34,15,27,32,2,0,0,2,,9543,15,4,4,1,0,84,11,1,2,1,0,0,,,24,26,31,0,0,,3,6,,42.43887,-76.48873,377556.47479999997,4699578.8917
30903220,360021,36,E STATE ST,AFTER MITCHELL ST,SENECA ST/GREEN ST SPLIT,14,30,21 yds W of N Quarry St.    ,WB travel lane                                    ,1,2017,11,7,Westbound,,66,49,37,23,28,84,239,491,682,596,538,575,624,591,638,716,829,760,548,394,288,251,189,113,9349,1.018,1,9184,829,17,55,7688,1025,197,183,63,37,26,20,3,0,0,0,,9297,17,6,5,1,1,83,11,2,3,1,0,0,,,20,23,30,0,0,,3,6,,42.43887,-76.48873,377556.47479999997,4699578.8917
30903221,360021,36,E STATE ST,AFTER MITCHELL ST,SENECA ST/GREEN ST SPLIT,14,30,21 yds W of N Quarry St.    ,,1,2017,11,7,Combined Total,Y,145,107,76,58,83,218,534,1071,1306,1134,1066,1110,1192,1191,1219,1334,1536,1487,1167,911,699,589,422,264,18919,1.018,1,18585,1536,17,90,15739,2065,322,363,97,52,53,52,5,0,0,2,,18840,16,5,4,1,0,84,11,2,3,1,0,0,,,22,25,31,0,0,,3,6,,42.43887,-76.48873,377556.47479999997,4699578.8917
