OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
30870274,367014,36,THIRD ST,CASCADILLA ST,END,19,30,29' S of Carpenter Cir      ,NB travel lane                                    ,1,2016,9,26,Northbound,,1,0,0,1,0,4,38,21,18,24,26,24,26,26,21,30,45,12,9,6,3,2,0,2,339,1.074,1,316,45,17,2,196,77,2,42,13,1,0,0,0,0,0,0,,333,41,17,17,0,1,59,23,1,17,1,1,0,,,16,16,24,0,0,,3,6,,42.44921,-76.50743,376038.81539999973,4700754.1985
30870275,367014,36,THIRD ST,CASCADILLA ST,END,19,30,29' S of Carpenter Cir      ,SB travel lane                                    ,1,2016,9,26,Southbound,,1,0,0,0,0,0,4,15,30,22,26,30,27,26,31,26,26,16,19,35,4,3,0,2,343,1.074,1,319,45,17,1,210,83,0,30,12,0,0,0,0,0,0,0,,336,37,13,13,0,0,63,25,0,13,1,0,0,,,15,13,22,0,0,,3,6,,42.44921,-76.50743,376038.81539999973,4700754.1985
30870276,367014,36,THIRD ST,CASCADILLA ST,END,19,30,29' S of Carpenter Cir      ,,1,2016,9,26,Combined Total,Y,2,0,0,1,0,4,42,36,48,46,52,54,53,52,52,56,71,28,28,41,7,5,0,4,682,1.074,1,635,71,17,3,406,160,2,72,25,1,0,0,0,0,0,0,,669,39,15,15,0,0,61,24,0,15,1,1,0,,,15,15,23,0,0,,3,6,,42.44921,-76.50743,376038.81539999973,4700754.1985
30870277,368513,36,HUDSON ST,CODDINGTON RD,PROSPECT ST,17,30,152' N of Crescent Pl       ,NB travel lane                                    ,1,2016,9,27,Northbound,,25,31,8,9,5,23,50,189,224,143,135,155,206,167,208,270,294,335,226,182,155,115,70,61,3286,1.074,1,3060,335,18,41,2934,218,45,31,4,0,5,0,0,0,0,0,,3278,9,3,2,0,1,90,7,1,1,1,0,0,,,17,20,28,0,0,,3,6,,42.43418,-76.49181,377293.9972000001,4699062.5579
30870278,368513,36,HUDSON ST,CODDINGTON RD,PROSPECT ST,17,30,152' N of Crescent Pl       ,SB travel lane                                    ,1,2016,9,27,Southbound,,28,24,12,12,42,28,54,139,156,173,119,122,142,128,152,163,186,249,182,173,138,103,68,47,2640,1.074,1,2458,335,18,11,2404,177,29,16,0,0,1,0,0,0,0,0,,2638,8,2,2,0,0,91,7,1,1,1,0,0,,,18,20,28,0,0,,3,6,,42.43418,-76.49181,377293.9972000001,4699062.5579
30870279,368513,36,HUDSON ST,CODDINGTON RD,PROSPECT ST,17,30,152' N of Crescent Pl       ,,1,2016,9,27,Combined Total,Y,53,55,20,21,47,51,104,328,380,316,254,277,348,295,360,433,480,584,408,355,293,218,138,108,5926,1.074,1,5518,584,18,52,5338,395,74,47,4,0,6,0,0,0,0,0,,5916,9,2,2,0,1,90,7,1,1,1,0,0,,,17,20,28,0,0,,3,6,,42.43418,-76.49181,377293.9972000001,4699062.5579
30870280,368610,36,N CAYUGA ST,FARM ST,E JAY ST,16,30,125' S of E Tompkins St     ,NB travel lane                                    ,1,2016,9,26,Northbound,,11,6,7,3,3,15,28,102,210,122,122,129,153,137,165,206,231,270,156,104,84,61,25,19,2369,1.074,1,2206,270,18,14,2046,192,61,32,14,1,0,0,0,0,0,0,,2360,13,5,5,0,1,87,8,3,2,1,0,0,,,20,23,28,0,0,,3,6,,42.44801,-76.4995,376688.58609999996,4700609.3971
30870281,368610,36,N CAYUGA ST,FARM ST,E JAY ST,16,30,125' S of E Tompkins St     ,SB travel lane                                    ,1,2016,9,26,Southbound,,14,7,5,7,20,45,106,297,482,296,228,239,235,243,274,397,348,351,280,184,133,70,42,22,4325,1.074,1,4027,482,9,33,3666,426,89,75,18,0,1,0,0,0,0,0,,4308,14,4,4,0,1,85,10,2,2,1,0,0,,,23,24,29,0,0,,3,6,,42.44801,-76.4995,376688.58609999996,4700609.3971
30870282,368610,36,N CAYUGA ST,FARM ST,E JAY ST,16,30,125' S of E Tompkins St     ,,1,2016,9,26,Combined Total,Y,25,13,12,10,23,60,134,399,692,418,350,368,388,380,439,603,579,621,436,288,217,131,67,41,6694,1.074,1,6233,692,9,47,5712,618,150,107,32,1,1,0,0,0,0,0,,6668,14,4,4,0,1,86,9,2,2,1,0,0,,,22,24,29,0,0,,3,6,,42.44801,-76.4995,376688.58609999996,4700609.3971
30870360,368613,36,ALBANY ST,TRAFFIC CIR/W SPENCER ST,S TITUS AVE,16,30,107' S of Hyers St          ,NB travel lane                                    ,1,2016,9,27,Northbound,,6,5,4,3,5,12,32,143,178,99,85,108,116,117,88,104,105,129,81,56,32,22,20,9,1559,1.074,1,1452,178,9,5,1342,177,3,16,1,0,0,0,0,0,0,0,,1544,13,1,1,0,0,87,11,0,1,1,0,0,,,24,26,30,0,0,,3,6,,42.4332,-76.50147,376497.4911000002,4698967.7457
30870361,368613,36,ALBANY ST,TRAFFIC CIR/W SPENCER ST,S TITUS AVE,16,30,107' S of Hyers St          ,SB travel lane                                    ,1,2016,9,27,Southbound,,8,4,3,2,2,6,17,46,89,109,103,112,140,130,148,189,259,236,132,89,58,36,36,17,1971,1.074,1,1835,259,17,6,1641,254,9,32,2,0,0,0,0,0,0,0,,1944,15,2,2,0,0,84,13,0,2,1,0,0,,,25,27,31,0,0,,3,6,,42.4332,-76.50147,376497.4911000002,4698967.7457
30870362,368613,36,ALBANY ST,TRAFFIC CIR/W SPENCER ST,S TITUS AVE,16,30,107' S of Hyers St          ,,1,2016,9,27,Combined Total,Y,14,9,7,5,7,18,49,189,267,208,188,220,256,247,236,293,364,365,213,145,90,58,56,26,3530,1.074,1,3287,365,18,11,2983,431,12,48,3,0,0,0,0,0,0,0,,3488,14,2,2,0,0,86,12,0,1,1,0,0,,,24,26,31,0,0,,3,6,,42.4332,-76.50147,376497.4911000002,4698967.7457
30871012,368306,36,PLEASANT GROVE,FOREST HOME DR,CAYUGA HTS V/L,16,30,211' N of Jessup Rd.        ,NB travel lane                                    ,1,2016,8,29,Northbound,,19,7,5,8,10,23,53,130,210,165,156,206,198,177,181,207,310,324,195,139,102,68,55,24,2972,1.088,1,2732,324,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4574,-76.4744,378770.8415000001,4701615.909
30871013,368306,36,PLEASANT GROVE,FOREST HOME DR,CAYUGA HTS V/L,16,30,211' N of Jessup Rd.        ,SB travel lane                                    ,1,2016,8,29,Southbound,,6,4,5,6,14,46,78,228,310,247,172,168,192,196,156,164,225,266,181,143,105,78,38,18,3046,1.088,1,2800,324,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4574,-76.4744,378770.8415000001,4701615.909
30871014,368306,36,PLEASANT GROVE,FOREST HOME DR,CAYUGA HTS V/L,16,30,211' N of Jessup Rd.        ,,1,2016,8,29,Combined Total,Y,25,11,10,14,24,69,131,358,520,412,328,374,390,373,337,371,535,590,376,282,207,146,93,42,6018,1.088,1,5532,590,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4574,-76.4744,378770.8415000001,4701615.909
30871425,364035,36,W STATE ST,S CAYUGA ST,S ALBANY ST,17,30,160' E of Geneva St         ,EB travel lane                                    ,1,2016,9,27,Eastbound,,8,6,4,4,2,4,11,26,36,54,66,58,69,61,67,68,69,78,62,59,56,46,26,18,958,1.074,1,892,78,18,8,804,111,2,17,3,0,0,0,0,0,0,0,,945,14,2,2,0,1,85,12,0,2,1,0,0,,,16,16,24,0,0,,3,6,,42.43949,-76.50012,376620.8789999997,4699664.2293
30871426,364035,36,W STATE ST,S CAYUGA ST,S ALBANY ST,17,30,160' E of Geneva St         ,WB travel lane                                    ,1,2016,9,27,Westbound,,4,4,5,1,2,3,6,24,42,63,55,64,66,60,61,72,72,72,60,54,36,33,20,12,891,1.074,1,830,78,18,7,723,135,10,14,2,0,0,0,0,0,0,0,,891,18,3,3,0,1,81,15,1,2,1,0,0,,,15,13,22,0,0,,3,6,,42.43949,-76.50012,376620.8789999997,4699664.2293
30871427,364035,36,W STATE ST,S CAYUGA ST,S ALBANY ST,17,30,160' E of Geneva St         ,,1,2016,9,27,Combined Total,Y,12,10,9,5,4,7,17,50,78,117,121,122,135,121,128,140,141,150,122,113,92,79,46,30,1849,1.074,1,1722,150,18,15,1527,246,12,31,5,0,0,0,0,0,0,0,,1836,16,3,3,0,1,83,13,1,2,1,0,0,,,15,14,23,0,0,,3,6,,42.43949,-76.50012,376620.8789999997,4699664.2293
30873624,364042,36,TRIPHAMMER RD,WAIT AVE,JESSUP RD,16,30,82' N of Sisson Pl.         ,NB travel lane                                    ,1,2016,8,29,Northbound,,21,10,5,4,6,12,24,86,111,88,72,96,88,95,93,89,146,156,118,98,74,74,54,38,1658,1.088,1,1524,156,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45536,-76.48089,378233.2522999998,4701398.6774
30873625,364042,36,TRIPHAMMER RD,WAIT AVE,JESSUP RD,16,30,82' N of Sisson Pl.         ,SB travel lane                                    ,1,2016,8,29,Southbound,,17,12,5,3,6,9,23,78,131,117,78,80,65,70,70,72,110,98,97,78,67,60,43,24,1413,1.088,1,1299,156,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45536,-76.48089,378233.2522999998,4701398.6774
30873626,364042,36,TRIPHAMMER RD,WAIT AVE,JESSUP RD,16,30,82' N of Sisson Pl.         ,,1,2016,8,29,Combined Total,Y,38,22,10,7,12,21,47,164,242,205,150,176,153,165,163,161,256,254,215,176,141,134,97,62,3071,1.088,1,2823,256,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45536,-76.48089,378233.2522999998,4701398.6774
30874526,360029,36,N MEADOW ST,BUFFALO ST /END 13/34/96 OLA,THIRD ST,14,30,158' S of Etsy St           ,NB travel lane                                     / NB Passing lane / NB passing lane,1,2016,9,26,Northbound,,85,50,42,43,124,260,775,1339,1533,1181,1147,1152,1274,1319,1343,1421,1471,1391,1149,894,649,446,345,178,19611,1.064,1,18431,1533,9,97,14855,3289,184,734,90,20,74,122,15,0,0,5,,19485,23,6,5,1,0,76,17,1,4,1,0,0,,,29,30,37,0,0,,3,6,,42.44271,-76.51079,375749.65780000016,4700037.345000001
30874527,360029,36,N MEADOW ST,BUFFALO ST /END 13/34/96 OLA,THIRD ST,14,30,158' S of Etsy St           ,SB travel lane                                     / SB passing lane / SB passing lane,1,2016,9,26,Southbound,,82,46,40,33,73,206,535,1044,1176,1127,1027,1153,1182,1167,1259,1376,1426,1433,1068,794,529,384,254,207,17621,1.064,1,16561,1533,9,113,14385,2244,130,351,116,20,52,128,11,1,1,3,,17555,17,5,4,1,1,82,13,1,3,1,0,0,,,23,26,33,0,0,,3,6,,42.44271,-76.51079,375749.65780000016,4700037.345000001
30874528,360029,36,N MEADOW ST,BUFFALO ST /END 13/34/96 OLA,THIRD ST,14,30,158' S of Etsy St           ,,1,2016,9,26,Combined Total,Y,167,96,82,76,197,466,1310,2383,2709,2308,2174,2305,2456,2486,2602,2797,2897,2824,2217,1688,1178,830,599,385,37232,1.064,1,34992,2781,17,210,29240,5533,314,1085,206,40,126,250,26,1,1,8,,37040,20,6,4,1,1,79,15,1,4,1,0,0,,,25,29,35,0,0,,3,6,,42.44271,-76.51079,375749.65780000016,4700037.345000001
30874529,360050,36,SENECA ST,RTS 13/34/96 SB North Fulton,ACC RTS 89 & 96,16,40,88' W of Rte 13 SB          ,EB travel lane                                     / EB Passing lane,1,2016,9,26,Eastbound,,26,26,17,22,43,123,324,743,928,616,522,524,524,518,520,551,575,537,418,309,221,132,100,59,8378,1.062,1,7889,928,9,68,7227,743,65,127,31,10,2,0,1,0,0,1,,8275,12,3,3,0,1,87,9,1,2,1,0,0,,,15,13,22,0,0,,3,6,,42.44004,-76.51094,375732.0438000001,4699741.0853
30874530,360050,36,SENECA ST,RTS 13/34/96 SB North Fulton,ACC RTS 89 & 96,16,40,88' W of Rte 13 SB          ,WB travel lane                                     / WB Passing lane,1,2016,9,26,Westbound,,32,28,20,11,23,46,117,181,311,280,284,298,346,342,412,446,495,485,358,248,182,148,102,74,5269,1.062,1,4961,928,9,52,4071,853,61,139,44,2,10,6,0,0,0,0,,5238,21,5,5,0,1,78,16,1,4,1,0,0,,,16,15,24,0,0,,3,6,,42.44004,-76.51094,375732.0438000001,4699741.0853
30874531,360050,36,SENECA ST,RTS 13/34/96 SB North Fulton,ACC RTS 89 & 96,16,40,88' W of Rte 13 SB          ,,1,2016,9,26,Combined Total,Y,58,54,37,33,66,169,441,924,1239,896,806,822,870,860,932,997,1070,1022,776,557,403,280,202,133,13647,1.062,1,12850,1239,9,120,11298,1596,126,266,75,12,12,6,1,0,0,1,,13513,16,4,4,0,1,84,12,1,3,1,0,0,,,15,13,23,0,0,,3,6,,42.44004,-76.51094,375732.0438000001,4699741.0853
30874532,364013,36,W COURT ST,N ALBANY ST,N AURORA ST,16,30,115' E of N Geneva St       ,EB travel lane                                    ,1,2016,9,26,Eastbound,,3,2,2,5,6,12,35,134,160,133,108,116,116,120,109,102,122,131,104,66,46,39,17,9,1697,1.064,1,1595,160,9,8,1501,150,3,19,7,1,0,0,0,0,0,0,,1689,11,2,2,0,0,89,9,0,2,1,0,0,,,15,14,23,0,0,,3,6,,42.44255,-76.50044,376600.5658,4700004.479599999
30874533,364013,36,W COURT ST,N ALBANY ST,N AURORA ST,16,30,115' E of N Geneva St       ,Wb travel lane                                    ,1,2016,9,26,Westbound,,8,3,2,3,2,6,14,52,111,98,98,117,130,130,138,197,285,244,117,81,80,57,28,14,2015,1.064,1,1894,285,17,8,1766,192,7,23,4,3,0,0,0,0,0,0,,2003,11,2,2,0,0,88,10,0,1,1,0,0,,,13,10,17,0,0,,3,6,,42.44255,-76.50044,376600.5658,4700004.479599999
30874534,364013,36,W COURT ST,N ALBANY ST,N AURORA ST,16,30,115' E of N Geneva St       ,,1,2016,9,26,Combined Total,Y,11,5,4,8,8,18,49,186,271,231,206,233,246,250,247,299,407,375,221,147,126,96,45,23,3712,1.064,1,3489,407,17,16,3267,342,10,42,11,4,0,0,0,0,0,0,,3692,11,2,2,0,0,88,9,0,2,1,0,0,,,14,12,20,0,0,,3,6,,42.44255,-76.50044,376600.5658,4700004.479599999
30874535,364032,36,W STATE ST,S FULTON ST,W SENECA ST,16,30,198' W of Rte 13 SB         ,EB travel lane                                     / EB passing lane,1,2016,9,26,Eastbound,,26,26,17,22,43,123,324,743,928,616,522,524,524,518,520,551,575,537,418,309,221,132,100,59,8378,1.064,1,7874,928,9,68,7227,743,65,127,31,10,2,0,1,0,0,1,,8275,12,3,3,0,1,87,9,1,2,1,0,0,,,15,13,22,0,0,,3,6,,42.43926,-76.51124,375705.82770000026,4699654.912599999
30874536,364032,36,W STATE ST,S FULTON ST,W SENECA ST,16,30,198' W of Rte 13 SB         ,WB travel lane                                    ,1,2016,9,26,Westbound,,24,11,9,3,10,24,57,131,190,198,189,215,244,264,322,445,534,526,275,195,164,105,67,54,4256,1.064,1,4000,928,9,24,3312,655,73,147,23,1,5,2,0,0,0,0,,4242,21,6,6,0,1,78,15,2,4,1,1,0,,,22,24,28,0,0,,3,6,,42.43926,-76.51124,375705.82770000026,4699654.912599999
30874537,364032,36,W STATE ST,S FULTON ST,W SENECA ST,16,30,198' W of Rte 13 SB         ,,1,2016,9,26,Combined Total,Y,50,37,26,25,53,147,381,874,1118,814,711,739,768,782,842,996,1109,1063,693,504,385,237,167,113,12634,1.064,1,11874,1118,9,92,10539,1398,138,274,54,11,7,2,1,0,0,1,,12517,15,4,4,0,1,84,11,1,3,1,0,0,,,16,17,25,0,0,,3,6,,42.43926,-76.51124,375705.82770000026,4699654.912599999
30874538,364033,36,W STATE ST,S MEADOW ST,S FULTON ST,16,30,268' W of Rte 13 NB         ,EB travel lane                                    ,1,2016,9,27,Eastbound,,26,28,16,15,32,78,212,496,611,440,364,367,327,389,405,406,409,392,296,211,160,118,89,54,5941,1.064,1,5584,611,9,37,4947,703,83,121,23,4,9,5,1,0,0,1,,5934,16,4,4,0,1,83,12,1,2,1,1,0,,,19,22,27,0,0,,3,6,,42.43919,-76.50935,375861.1386000002,4699644.374
30874539,364033,36,W STATE ST,S MEADOW ST,S FULTON ST,16,30,268' W of Rte 13 NB         ,Wb travel lane                                    ,1,2016,9,27,Westbound,,22,13,8,5,7,9,27,71,165,172,181,210,222,237,266,288,337,342,213,166,131,82,59,36,3269,1.064,1,3072,611,9,13,2763,374,34,58,9,3,2,0,0,0,0,0,,3256,15,3,3,0,0,85,11,1,2,1,0,0,,,18,21,26,0,0,,3,6,,42.43919,-76.50935,375861.1386000002,4699644.374
30874540,364033,36,W STATE ST,S MEADOW ST,S FULTON ST,16,30,268' W of Rte 13 NB         ,,1,2016,9,27,Combined Total,Y,48,41,24,20,39,87,239,567,776,612,545,577,549,626,671,694,746,734,509,377,291,200,148,90,9210,1.064,1,8656,776,9,50,7710,1077,117,179,32,7,11,5,1,0,0,1,,9190,16,4,4,0,1,84,12,1,2,1,0,0,,,18,22,27,0,0,,3,6,,42.43919,-76.50935,375861.1386000002,4699644.374
30876607,364009,36,COLUMBIA ST,HUDSON ST,GILES ST,17,30,61' S of James St.          ,NB travel lane                                    ,1,2016,9,27,Northbound,,8,7,5,5,2,7,16,66,77,45,39,44,75,72,74,108,137,161,97,71,60,49,51,20,1296,1.074,1,1207,161,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43609,-76.49092,377370.92870000005,4699273.3596
30876608,364009,36,COLUMBIA ST,HUDSON ST,GILES ST,17,30,61' S of James St.          ,SB travel lane                                    ,1,2016,9,27,Southbound,,5,6,1,3,12,14,27,93,116,80,50,48,57,54,71,84,112,126,70,53,29,26,19,12,1168,1.074,1,1088,161,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43609,-76.49092,377370.92870000005,4699273.3596
30876609,364009,36,COLUMBIA ST,HUDSON ST,GILES ST,17,30,61' S of James St.          ,,1,2016,9,27,Combined Total,Y,13,13,6,8,14,21,43,159,193,125,89,92,132,126,145,192,249,287,167,124,89,75,70,32,2464,1.074,1,2295,287,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43609,-76.49092,377370.92870000005,4699273.3596
30876610,364014,36,E COURT ST,N AURORA ST,LINN ST,16,30,146' E of N Aurora St.      ,EB travel lane                                    ,1,2016,9,26,Eastbound,,7,4,2,7,7,11,38,158,185,158,116,134,122,124,109,128,155,173,129,111,79,66,36,17,2076,1.074,1,1933,185,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44273,-76.49523,377029.4084999999,4700016.9058
30876611,364014,36,E COURT ST,N AURORA ST,LINN ST,16,30,146' E of N Aurora St.      ,WB travel lane                                    ,1,2016,9,26,Westbound,,10,5,3,4,3,6,15,45,117,97,86,120,106,110,123,164,248,223,129,97,76,59,32,18,1896,1.074,1,1765,248,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44273,-76.49523,377029.4084999999,4700016.9058
30876612,364014,36,E COURT ST,N AURORA ST,LINN ST,16,30,146' E of N Aurora St.      ,,1,2016,9,26,Combined Total,Y,17,9,5,11,10,17,53,203,302,255,202,254,228,234,232,292,403,396,258,208,155,125,68,35,3972,1.074,1,3698,403,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44273,-76.49523,377029.4084999999,4700016.9058
30876613,364022,36,HUDSON ST,PROSPECT ST,S AURORA ST,17,30,262' E of Aurora St.        ,EB travel lane                                    ,1,2016,9,27,Northbound,,14,10,4,6,14,4,10,25,35,31,28,32,40,36,35,38,42,51,50,47,42,31,31,18,674,1.074,1,628,51,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43824,-76.494,377121.79310000036,4699516.551100001
30876689,364022,36,HUDSON ST,PROSPECT ST,S AURORA ST,17,30,262' E of Aurora St.        ,WB travel lane                                    ,1,2016,9,27,Southbound,,16,22,5,4,3,18,34,121,173,104,94,99,120,107,124,157,162,176,134,111,84,60,34,33,1995,1.074,1,1858,176,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43824,-76.494,377121.79310000036,4699516.551100001
30876690,364022,36,HUDSON ST,PROSPECT ST,S AURORA ST,17,30,262' E of Aurora St.        ,,1,2016,9,27,Combined Total,Y,30,32,9,10,17,22,44,146,208,135,122,131,160,143,159,195,204,227,184,158,126,91,65,51,2669,1.074,1,2486,227,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43824,-76.494,377121.79310000036,4699516.551100001
30876691,364028,36,S PLAIN ST,GREEN ST,BUFFALO ST,16,30,144' S of W Seneca St.      ,NB travel lane                                    ,1,2016,9,27,Northbound,,1,2,3,2,1,2,10,25,45,45,36,44,40,46,43,49,55,40,38,18,16,13,6,4,584,1.074,1,544,55,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43984,-76.50398,376304.09080000035,4699708.711300001
30876692,364028,36,S PLAIN ST,GREEN ST,BUFFALO ST,16,30,144' S of W Seneca St.      ,SB travel lane                                    ,1,2016,9,27,Southbound,,10,6,4,3,3,5,16,50,94,97,86,91,111,105,103,116,116,129,77,53,33,26,22,5,1361,1.074,1,1267,129,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43984,-76.50398,376304.09080000035,4699708.711300001
30876693,364028,36,S PLAIN ST,GREEN ST,BUFFALO ST,16,30,144' S of W Seneca St.      ,,1,2016,9,27,Combined Total,Y,11,8,7,5,4,7,26,75,139,142,122,135,151,151,146,165,171,169,115,71,49,39,28,9,1945,1.074,1,1811,171,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43984,-76.50398,376304.09080000035,4699708.711300001
30876694,364031,36,SPENCER ST W,TRAFFIC CIR/SPENCER RD,CAYUGA ST,17,30,574' S of S Cayuga St.      ,NB travel lane                                    ,1,2016,9,27,Northbound,,19,14,11,13,34,62,163,290,269,193,174,174,240,249,212,217,241,245,208,212,164,123,73,36,3636,1.074,1,3385,290,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43321,-76.49987,376629.1205000002,4698966.5298
30876695,364031,36,SPENCER ST W,TRAFFIC CIR/SPENCER RD,CAYUGA ST,17,30,574' S of S Cayuga St.      ,SB travel lane                                    ,1,2016,9,27,Southbound,,22,21,19,11,13,17,55,123,159,188,203,257,346,293,340,426,521,459,324,237,201,140,80,48,4503,1.074,1,4193,521,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43321,-76.49987,376629.1205000002,4698966.5298
30876696,364031,36,SPENCER ST W,TRAFFIC CIR/SPENCER RD,CAYUGA ST,17,30,574' S of S Cayuga St.      ,,1,2016,9,27,Combined Total,Y,41,35,30,24,47,79,218,413,428,381,377,431,586,542,552,643,762,704,532,449,365,263,153,84,8139,1.074,1,7578,762,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43321,-76.49987,376629.1205000002,4698966.5298
30876697,364034,36,W STATE ST,S ALBANY ST,S MEADOW ST,17,30,165' W of N Albany St.      ,EB travel lane                                    ,1,2016,9,27,Eastbound,,10,9,5,7,4,10,26,87,132,128,116,125,154,142,134,131,150,124,99,84,71,53,32,23,1856,1.074,1,1728,154,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43949,-76.50236,376436.6437999997,4699667.487600001
30876698,364034,36,W STATE ST,S ALBANY ST,S MEADOW ST,17,30,165' W of N Albany St.      ,WB travel lane                                    ,1,2016,9,27,Westbound,,7,8,6,2,3,7,15,39,90,109,92,107,118,101,120,129,171,135,80,69,53,39,31,15,1546,1.074,1,1439,171,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43949,-76.50236,376436.6437999997,4699667.487600001
30876699,364034,36,W STATE ST,S ALBANY ST,S MEADOW ST,17,30,165' W of N Albany St.      ,,1,2016,9,27,Combined Total,Y,17,17,11,9,7,17,41,126,222,237,208,232,272,243,254,260,321,259,179,153,124,92,63,38,3402,1.074,1,3167,321,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43949,-76.50236,376436.6437999997,4699667.487600001
30876703,364043,36,UNIVERSITY AVE,LAKE ST,EAST AVE,16,30,295' W of Central Ave.      ,NB travel lane                                    ,1,2016,9,26,Northbound,,30,20,10,7,13,17,53,139,208,171,126,138,115,126,131,119,185,186,166,197,130,98,82,56,2523,1.074,1,2349,208,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4509,-76.48677,377741.08100000024,4700911.8884
30876704,364043,36,UNIVERSITY AVE,LAKE ST,EAST AVE,16,30,295' W of Central Ave.      ,SB travel lane                                    ,1,2016,9,26,Southbound,,56,33,15,8,10,7,21,50,97,79,82,91,92,102,99,109,167,142,134,128,114,106,96,68,1906,1.074,1,1775,208,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4509,-76.48677,377741.08100000024,4700911.8884
30876705,364043,36,UNIVERSITY AVE,LAKE ST,EAST AVE,16,30,295' W of Central Ave.      ,,1,2016,9,26,Combined Total,Y,86,53,25,15,23,24,74,189,305,250,208,229,207,228,230,228,352,328,300,325,244,204,178,124,4429,1.074,1,4124,352,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.4509,-76.48677,377741.08100000024,4700911.8884
30876709,368602,36,CASCADILLA ST,FULTON ST,CAYUGA ST,17,30,133' E of Third St.         ,EB travel lane                                    ,1,2016,9,26,Eastbound,,6,4,2,6,3,7,22,52,85,83,82,82,87,98,104,114,115,115,85,68,65,40,22,12,1359,1.074,1,1265,115,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44453,-76.50304,376390.625,4700228.1239
